epoch,test_loss,test_acc,train_loss,train_acc,time_elapsed
0,0.03108123574256897,14.57,nan,nan,nan
1,0.0028323966443538667,76.02,0.0004917454460392828,87.5,7.295412302017212
2,0.0021231882989406585,82.19,0.000882586783460339,81.25,7.45869779586792
3,0.003142432349920273,75.35,0.0001653566422974667,100.0,7.501507043838501
4,0.0023006151646375655,81.2,0.0006312554525902205,81.25,7.503801107406616
5,0.0019590008810162545,83.71,0.0004339280640682601,93.75,7.328902244567871
6,0.0019821448549628257,83.25,0.00013521756700542577,100.0,7.608365535736084
7,0.002157165536284447,82.85,0.0006261985853809835,87.5,7.3718297481536865
8,0.0022592460453510284,81.29,0.0001928321540813007,100.0,7.467177629470825
9,0.0021296219289302825,82.37,0.0005447867962405505,81.25,7.324829578399658
10,0.0021651380568742753,82.25,0.0003689814101704551,93.75,7.439878940582275
11,0.0019535012662410737,83.8,0.00046730083425331603,81.25,7.322936058044434
12,0.002489622548222542,79.73,0.00022595457713622265,93.75,7.368497133255005
13,0.0023602385222911836,81.23,0.0011748823973223986,75.0,7.464506149291992
14,0.0020347877830266953,82.83,0.0008570513761866733,81.25,7.4625403881073
15,0.0018141204595565797,84.54,0.00012624097983245656,100.0,7.352719783782959
16,0.001929070121049881,83.99,0.0005173238799395159,87.5,7.374629974365234
17,0.0023086216300725938,81.35,0.0009554741175278374,68.75,7.58763313293457
18,0.001967288959026337,84.32,0.0007993797664447209,81.25,7.575965166091919
19,0.001886824482679367,83.7,0.0007316136299191839,81.25,7.96905255317688
20,0.002243221992254257,82.09,0.00045228724741874755,87.5,8.005560874938965
21,0.002129313176870346,82.36,0.00032613691314102133,93.75,7.874058723449707
22,0.0018117722302675248,84.93,0.0001519333637888779,100.0,7.604466915130615
23,0.0023169476926326754,81.06,0.0008352344755626395,75.0,7.403225421905518
24,0.0016950781404972077,85.83,0.0003837954510203408,87.5,7.3612706661224365
25,0.002440058398246765,80.59,7.535516262969092e-05,100.0,7.4598388671875
26,0.0019074432909488678,84.34,0.0002983870827938285,93.75,7.601898431777954
27,0.0019440631687641144,83.52,0.0005035436595492351,75.0,7.452208757400513
28,0.0015318075582385062,86.77,0.0005627970408905497,81.25,7.502620697021484
29,0.0018561459064483643,84.37,0.00028510913824486306,93.75,7.588461399078369
30,0.0018185329303145408,84.8,0.0006299318407502625,75.0,7.3454742431640625
31,0.002390820425748825,81.1,0.0004986902255841229,87.5,7.505376577377319
32,0.002037580695748329,83.48,0.000945874797108838,75.0,7.407834053039551
33,0.002199635800719261,81.68,0.0008490593232157285,81.25,7.2577643394470215
34,0.0019121089294552804,84.4,0.0004111775351912164,93.75,7.741483688354492
35,0.0023520308822393417,81.18,0.000620477149248733,81.25,7.751079559326172
36,0.0025458357244729996,79.98,0.0006730185292870797,75.0,7.748675107955933
37,0.0025490826696157455,80.43,0.0003477039239595613,87.5,7.248462677001953
38,0.0017976219192147255,84.92,0.00037271939122768315,93.75,7.347429037094116
39,0.0025151843309402467,80.17,0.000432658683308555,81.25,7.480015277862549
40,0.0019406093284487723,83.68,0.0003657134826226003,87.5,7.632853269577026
41,0.0018188401982188224,84.69,0.0006820944416553468,75.0,7.53001594543457
42,0.0021579960376024248,81.95,0.0008195262125995763,68.75,7.2415852546691895
43,0.002226811543107033,81.3,0.0004005249961257896,87.5,7.356348514556885
44,0.0025901221990585325,80.18,0.0010424901152510776,75.0,7.316056966781616
45,0.0019308061327785253,83.36,0.0005136923793026858,81.25,7.522165536880493
46,0.0016580838859081269,86.32,0.0010550774424277303,68.75,7.41175389289856
47,0.0017764254361391067,85.1,0.000502396727461949,93.75,7.55804443359375
48,0.00252307585477829,79.06,0.0003270959229115635,87.5,7.660892486572266
49,0.0020648090034723282,83.4,0.00037983117048697704,81.25,7.6178858280181885
50,0.002070060434937477,83.11,0.00045966835278074455,87.5,7.403250455856323
51,0.001778372411429882,85.4,0.000282360922040232,93.75,7.429458856582642
52,0.002119883382320404,83.05,0.0002889209200659067,93.75,7.3465797901153564
53,0.002027808801829815,83.64,0.0009311320226820534,81.25,7.365190744400024
54,0.0019047366440296174,84.14,0.0007842327170359814,75.0,7.310741901397705
55,0.0023763168603181837,81.03,0.001008205249181489,68.75,7.635591506958008
56,0.001719556261599064,85.24,0.0007713833428404825,87.5,7.387669324874878
57,0.002066700379550457,83.04,0.0003544533115518672,81.25,7.574204921722412
58,0.0015884331852197646,86.78,0.0005491797805137342,87.5,7.425825595855713
59,0.0021365748435258868,82.13,0.0008143605783467403,75.0,7.525490760803223
60,0.001892908602952957,84.11,0.0001859454928761553,93.75,7.369851589202881
61,0.0016953514903783797,86.03,0.0002976195777163786,93.75,7.41112756729126
62,0.0022841660797595976,81.59,0.00034532370164876093,87.5,7.379934072494507
63,0.0016764818757772446,85.84,0.00033745668885652974,93.75,7.345904111862183
64,0.002088651882112026,82.89,0.0006978273239282086,81.25,7.4185614585876465
65,0.0021177493542432783,82.57,0.0008617265297628729,81.25,7.394787788391113
66,0.0020934638381004335,84.0,0.00030076667628324853,87.5,7.444631099700928
67,0.0020688054144382476,83.11,0.00047213216419415095,87.5,7.364055871963501
68,0.0019636690825223925,83.77,0.00041660544512521887,87.5,7.6320717334747314
69,0.001959420457482338,84.04,0.00041188196757870255,93.75,7.470976829528809
70,0.0017279329992830753,85.04,0.0003005665014771854,93.75,7.721656560897827
71,0.00233979774415493,81.66,0.0005398011573440279,87.5,7.649650573730469
72,0.0021793150037527085,82.75,0.0005032116799708218,81.25,7.446462631225586
73,0.002160604393482208,83.16,0.000634490376543206,81.25,7.574443101882935
74,0.002182376554608345,82.55,0.0005186849923999718,75.0,7.447416543960571
75,0.002209464153647423,82.06,0.0005803736655608467,87.5,7.6629838943481445
76,0.001715541495382786,85.82,0.0004461752560437488,87.5,7.339853763580322
77,0.0017811925679445267,85.86,0.00038193090035177555,87.5,7.736473798751831
78,0.0019322355270385743,83.6,0.0004336154064558961,87.5,7.409057855606079
79,0.0018153488337993623,84.81,0.00029266444618439736,93.75,7.375806570053101
80,0.001752003675699234,85.37,0.0005883202909508629,87.5,7.550390243530273
81,0.0010652536228299141,90.82,0.0007436995006278348,81.25,7.427250623703003
82,0.0010329477310180664,91.35,0.0003478257247554067,87.5,8.043901920318604
83,0.0010541694452986122,91.12,0.0002791626412240441,87.5,7.990850210189819
84,0.0010092690858989953,91.47,9.032980064906733e-05,100.0,7.56722092628479
85,0.001034940429776907,91.4,8.378585662378375e-05,100.0,7.822525501251221
86,0.0010517423048615456,91.36,0.0002696234589952337,93.75,7.4788172245025635
87,0.0010464579217135906,91.29,0.0004582696253686305,87.5,7.68123197555542
88,0.001075995896011591,91.23,0.0001706938304559654,93.75,7.656315565109253
89,0.001024620082974434,91.57,0.00023436757838329696,93.75,7.433583498001099
90,0.0010516651123762132,91.54,4.299427084910595e-05,100.0,7.439484596252441
91,0.0010525633849203587,91.5,0.00030031262913628306,87.5,7.40048360824585
92,0.0010406806368380786,91.67,9.482431099237993e-05,93.75,7.3559629917144775
93,0.0010708125799894332,91.52,0.00018323973164229137,93.75,7.461116552352905
94,0.0010567720852792263,91.51,1.5726120061124377e-05,100.0,7.562767505645752
95,0.0010787485737353563,91.26,4.890948877005321e-05,100.0,7.470747709274292
96,0.0010487316716462373,91.72,0.0001620059580449253,93.75,7.330264568328857
97,0.0010816466569900512,91.51,0.00021384576397478732,93.75,7.569321155548096
98,0.0010637042596936227,91.61,0.00025372512047857883,100.0,7.297539234161377
99,0.0010834930419921875,91.62,0.0008869551484237242,87.5,7.481811285018921
100,0.0010933039471507072,91.75,0.00022575024829801085,93.75,7.565592288970947
101,0.001081464932113886,91.54,0.00105824494910667,75.0,7.3823559284210205
102,0.0010870089896023274,91.42,0.0003889641722144983,93.75,7.311159133911133
103,0.001064991003461182,91.45,4.0674944172429914e-05,100.0,7.3917224407196045
104,0.001118132035434246,91.49,0.00035374853617090095,87.5,7.447511434555054
105,0.001085750376060605,91.75,0.00025642083962555126,87.5,7.625379323959351
106,0.0011791607849299909,91.01,0.00037286592566448707,87.5,7.414450407028198
107,0.0011164749994874,91.27,8.077038180492723e-05,100.0,7.381173133850098
108,0.0011264611527323724,91.42,8.892965362504926e-05,100.0,7.318659543991089
109,0.0011390328340232373,91.37,0.00038443623906206294,87.5,7.329253673553467
110,0.0011792373612523079,91.15,0.000224051058597272,93.75,7.247645616531372
111,0.0011310682743787765,91.23,6.249307862023258e-05,100.0,7.468479871749878
112,0.0011204959861934186,91.51,0.0001576652231118868,93.75,7.270474910736084
113,0.0011648893579840661,91.39,1.232683791986207e-05,100.0,7.348832368850708
114,0.0011837054632604122,91.27,0.00014215482927649222,93.75,7.410516977310181
115,0.0011548745945096017,91.2,0.0008082199279609544,87.5,7.4593870639801025
116,0.0011846669331192971,91.36,0.000141172838942779,93.75,7.377333402633667
117,0.001258655147254467,90.68,8.250869181759827e-05,100.0,7.396951198577881
118,0.0012350627973675729,90.85,0.00012028219221193162,93.75,7.6275434494018555
119,0.0011863849624991418,91.28,0.0005397933828251441,93.75,7.704159259796143
120,0.0011796556293964386,91.27,0.0001282189470117964,93.75,7.5332746505737305
121,0.0010847408980131149,91.96,0.00015786922801181179,93.75,7.666343688964844
122,0.001071650018543005,92.07,0.00036609683500226503,87.5,7.597207069396973
123,0.001059997795522213,92.04,9.3052320925476e-05,100.0,7.345716714859009
124,0.0010656277909874916,91.92,5.457474066473334e-05,100.0,7.577597618103027
125,0.0010714212477207184,92.16,0.0001536117261632934,93.75,7.501787185668945
126,0.0010674506954848767,92.11,0.0003169515286870015,93.75,7.418443441390991
127,0.0010719412446022034,92.09,0.00037487266618577413,93.75,7.589559078216553
128,0.0010605867989361287,92.1,0.0001751983257205895,93.75,7.495218753814697
129,0.0010656373538076877,92.16,0.00021501007439840176,93.75,7.383099317550659
130,0.0010646626234054565,92.01,1.694019550405195e-05,100.0,7.900049686431885
131,0.0010560833837836982,92.09,4.553776282026335e-05,100.0,8.661673307418823
132,0.0010667368218302727,92.25,3.286355348956554e-05,100.0,8.131926774978638
133,0.00107056253105402,92.07,0.00013833230032640344,93.75,8.1991868019104
134,0.0010795517206192017,91.94,7.194978044465985e-05,100.0,7.557648658752441
135,0.001085312296450138,92.08,7.679175628382531e-06,100.0,7.384770393371582
136,0.0010649207167327404,92.32,0.00031881327824214535,93.75,7.510886907577515
137,0.0010713951259851457,92.02,4.0661586481896816e-05,100.0,7.511717081069946
138,0.001096585626900196,91.95,1.7775202412968095e-05,100.0,7.540135860443115
139,0.0010650519892573356,92.21,0.00022286898873346235,93.75,7.362873077392578
140,0.00109214356392622,92.17,9.564695227176636e-05,100.0,7.389785528182983
141,0.0010756995350122453,92.2,5.6692830208317395e-05,100.0,7.604753017425537
142,0.0010794727556407452,92.21,0.00011384192749362468,100.0,7.319589376449585
143,0.0010691750027239323,92.24,0.00029290511327631334,93.75,7.4337403774261475
144,0.0010847686603665352,91.97,2.463221254632296e-05,100.0,7.33326268196106
145,0.0010806607447564603,92.01,5.15498097061806e-05,100.0,7.2312164306640625
146,0.0010771596141159535,92.09,0.00028657309158378855,93.75,7.371145009994507
147,0.0010848837971687317,92.21,8.273822114900555e-05,100.0,7.4834771156311035
148,0.0010818338930606841,91.99,2.004604672303285e-05,100.0,7.294795513153076
149,0.0011094966754317283,91.9,0.00045437756401803486,87.5,7.491665840148926
150,0.0010842619001865388,92.21,7.603863906829864e-05,100.0,7.53714656829834
151,0.0010824014827609063,92.08,2.972707819298405e-06,100.0,7.455155611038208
152,0.001086627484858036,92.1,0.00027030422483258844,87.5,7.397801399230957
153,0.0010973622366786003,92.02,5.581464304033753e-05,100.0,7.438438177108765
154,0.001093712305277586,92.11,0.0002269424936350654,93.75,7.351281404495239
155,0.001116940477490425,92.0,0.00019153986897919794,87.5,7.260427474975586
156,0.0010983228467404843,92.14,3.6173945535784185e-05,100.0,7.5932393074035645
157,0.0010812433145940305,92.12,2.2978576667168562e-05,100.0,7.359087228775024
158,0.0011038254916667938,92.11,3.734864580356861e-05,100.0,7.421576976776123
159,0.0011101782269775868,91.96,6.066863913365337e-05,100.0,7.393986940383911
160,0.0011152817204594613,92.0,1.8350010656792186e-05,100.0,7.41848349571228
