epoch,test_loss,test_acc,train_loss,train_acc,time_elapsed
0,0.034537894439697264,16.92,nan,nan,nan
1,0.0025954752415418623,77.98,0.00044447389405096886,75.0,7.457848787307739
2,0.002142564281821251,82.31,0.000632391789990008,81.25,7.4424567222595215
3,0.0018105949401855468,84.42,0.0005220426317980833,87.5,7.500634431838989
4,0.0026031577825546266,79.08,0.0003562799804960675,93.75,7.434596061706543
5,0.002587610751390457,79.25,0.0004225258936967386,87.5,7.467306613922119
6,0.0018435186564922333,85.02,0.00021058019927090697,93.75,7.455061912536621
7,0.001961702799797058,83.65,0.0003409389492191012,93.75,7.450069427490234
8,0.0020067341834306717,83.11,0.00021262836578252064,87.5,7.427958965301514
9,0.002287418594956398,82.25,0.0008978161513043182,68.75,7.526920795440674
10,0.0019155089005827904,84.51,0.0005486356785230319,81.25,7.512713670730591
11,0.0016745720133185386,85.91,0.0010730159252196018,68.75,7.51441502571106
12,0.0020855508357286454,83.26,0.0003027655088992985,81.25,7.6473307609558105
13,0.0022281387329101563,82.51,0.000679371606968248,81.25,7.7969982624053955
14,0.0020039857864379883,83.97,0.0007589002094610268,81.25,7.677354097366333
15,0.0018569597423076629,85.49,0.00015816525044038776,100.0,7.404501914978027
16,0.0025581115663051604,80.32,0.00018162524227596,100.0,7.529103994369507
17,0.0019300189167261123,84.39,0.0008835890866301554,75.0,7.827205657958984
18,0.0020824366331100466,83.4,0.0007824762093136682,75.0,7.392216205596924
19,0.0019523421823978424,84.35,0.00043106342063230625,81.25,7.461827039718628
20,0.0024504404097795487,80.06,0.00017423500947635193,93.75,7.610200643539429
21,0.002287413689494133,81.78,0.0007735862756324242,87.5,7.514330625534058
22,0.0021509827956557276,82.81,0.00022779214565101487,93.75,7.444727659225464
23,0.0019948910996317863,83.44,0.0007445153677859879,81.25,7.451143741607666
24,0.002104599767923355,82.83,0.0006293108701096166,75.0,7.999713659286499
25,0.0017831021398305893,84.78,0.0002444262623482043,100.0,7.8791844844818115
26,0.001727463635802269,85.29,0.00031007978769824327,93.75,7.5340211391448975
27,0.0021541283905506135,82.89,0.0007523214420699098,75.0,7.4453020095825195
28,0.001993290418386459,83.61,0.000617996315517084,87.5,7.691503047943115
29,0.0018721245616674423,84.74,0.0003700592481266812,93.75,7.4959635734558105
30,0.0020821675807237627,83.03,0.0003075221234270374,100.0,7.661808013916016
31,0.0022688560605049132,83.22,0.00021045104317043138,100.0,7.5998194217681885
32,0.001902761161327362,84.18,0.000951476642847671,68.75,7.681585311889648
33,0.0019217443257570266,85.02,0.0006099155415659366,87.5,7.465306758880615
34,0.0019953261375427246,84.24,0.00024779215264503305,87.5,7.409870624542236
35,0.0017437791347503662,85.86,0.00026761048742572364,87.5,7.6421167850494385
36,0.001974979692697525,84.05,0.0009730708263719173,81.25,7.752211093902588
37,0.0020390589088201522,84.03,0.0002802098955949554,87.5,7.478109836578369
38,0.001943873693048954,84.49,0.00013660078349015902,100.0,7.449740171432495
39,0.0016224766999483108,86.56,0.00042572739484060144,87.5,7.60297966003418
40,0.0016814443856477737,86.05,0.00028252542552435793,93.75,7.4330267906188965
41,0.002302905848622322,82.47,0.0005454765180187762,87.5,7.597115993499756
42,0.0023594131708145143,81.91,0.0005968123521951154,93.75,7.487752437591553
43,0.00223560283780098,82.28,0.0012472315365091309,75.0,7.744374513626099
44,0.00204174302816391,83.51,0.00036248930579865985,93.75,7.681799650192261
45,0.0020272692203521727,83.08,0.00044808271900772135,87.5,7.47435450553894
