epoch,test_loss,test_acc,train_loss,train_acc,time_elapsed
0,0.014415610837936401,40.74,nan,nan,nan
1,0.0024249145537614822,79.94,0.0006867606011802888,81.25,7.485852956771851
2,0.0020188113003969193,82.82,0.00024854879626227765,93.75,7.562823534011841
3,0.002094592508673668,82.62,0.0003855291687314163,93.75,7.631080865859985
4,0.001977416214346886,83.54,0.000377177086937458,87.5,7.286414861679077
5,0.0023661061704158782,82.09,0.0004039683838939423,87.5,7.458041191101074
6,0.0017928046941757202,84.99,0.0003807618642402122,93.75,7.586632251739502
7,0.0020706050664186476,83.01,0.00029503485507062635,87.5,7.496373653411865
8,0.00282283798456192,78.01,0.000584220756655154,87.5,8.11548924446106
9,0.0018092036604881287,85.14,0.0006323306228193786,87.5,8.202253818511963
10,0.002496511495113373,80.05,0.0008518116553421216,75.0,8.227360010147095
11,0.001909348912537098,84.24,0.00038526007129103325,87.5,7.596782922744751
12,0.0018596405327320098,84.57,0.000702019847567429,81.25,7.681969165802002
13,0.00195328942835331,83.9,0.0004355935641871694,87.5,7.517847061157227
14,0.002130802634358406,82.31,0.0009909695219200896,75.0,7.564221382141113
15,0.0020322497844696046,83.44,7.733823660084659e-05,100.0,7.6513800621032715
16,0.0019091200053691865,84.38,0.0003264318494235768,87.5,7.560738801956177
17,0.0022307010918855667,82.71,0.00033094842568078003,81.25,7.396859645843506
18,0.0017370675146579743,85.64,0.0007751489539280572,81.25,7.689575433731079
19,0.0022072415441274644,82.84,0.000524278339522574,81.25,7.719515323638916
20,0.0020892141044139864,82.48,0.00039577137326340543,87.5,7.315283298492432
21,0.0024516422390937803,80.48,0.0002643736579534038,100.0,7.580182075500488
22,0.0018736389100551605,84.19,0.0002816501633285561,87.5,7.320554256439209
23,0.0020211554020643234,83.0,0.0001736262722698319,93.75,7.58427619934082
24,0.002462243700027466,80.96,0.001070731436200154,68.75,7.436950206756592
25,0.0019204876184463501,84.69,0.0007228099781533946,81.25,7.459301233291626
26,0.0017617078095674514,85.01,0.0008304170940233314,75.0,7.530699729919434
27,0.0019885571509599687,84.06,0.000877218478171112,68.75,7.687451362609863
28,0.0022433629930019377,82.16,0.0006570626250313372,68.75,7.639131307601929
29,0.0019182679682970046,83.82,0.0003296550734878501,93.75,7.627905607223511
30,0.0022990868642926215,81.27,0.0009335134645252277,75.0,7.634439706802368
31,0.0024489617854356765,81.01,0.0005799757550134683,75.0,7.371857643127441
32,0.0021729227051138877,82.54,0.0004948430963794289,81.25,7.46988844871521
33,0.0019393176823854447,84.1,8.07608446806593e-05,100.0,7.44773006439209
34,0.0021887044191360476,82.29,0.00048166787837777294,81.25,7.487890243530273
35,0.0021396481424570085,82.18,0.0008029709081820514,81.25,7.395880699157715
36,0.0020023305118083952,84.28,0.0006334937137106191,68.75,7.437625169754028
37,0.0017996893107891084,84.79,0.0005500739264061384,81.25,7.325122117996216
38,0.0018958178490400314,84.73,0.0005674893822511444,81.25,7.349318504333496
39,0.0019528580367565156,83.93,0.0002830796648779184,93.75,7.558290004730225
40,0.002006566733121872,84.09,0.00019011442618601767,100.0,7.523737668991089
41,0.0021598470628261565,81.96,0.0005322744321945073,93.75,7.455922603607178
42,0.00212867576777935,82.65,0.000636126264891661,81.25,7.205200672149658
43,0.001838952201604843,84.21,0.00051959426811589,81.25,7.391964673995972
44,0.0017849946454167366,85.21,0.000140714228077008,100.0,7.396771430969238
45,0.002127079138159752,82.37,0.00023029872294886948,100.0,7.462643384933472
46,0.0021030665546655654,82.55,0.0011711705981008232,68.75,7.450948476791382
47,0.0020703935384750365,83.01,0.00030864293084425083,93.75,7.488250970840454
48,0.0019410259641706943,84.09,0.00043022952726125106,93.75,7.588611364364624
49,0.0019532464653253556,83.68,0.0007622356305037008,75.0,7.40856409072876
50,0.0021006017208099366,83.0,0.00022285685057530318,93.75,7.377577304840088
