epoch,test_loss,test_acc,train_loss,train_acc,time_elapsed
1,0.005749582529067993,50.79,0.002297204016419628,37.5,8.011958599090576
2,0.005027666556835174,57.83,0.001390001048212466,56.25,7.193531274795532
3,0.003903861802816391,64.85,0.0008457912051159402,75.0,7.263822555541992
4,0.003657081264257431,69.19,0.0010314480880337297,81.25,7.205229759216309
5,0.0035641344606876374,68.42,0.0005188973815849674,87.5,7.248985528945923
6,0.00367463504076004,69.64,0.0008591374625330386,87.5,7.39823579788208
7,0.0035323672592639925,70.02,0.0008190360368060334,81.25,7.226287364959717
8,0.0031428282380104064,73.24,0.0011897664850630113,68.75,7.422960996627808
9,0.003341835552453995,71.64,0.0008860406515848301,62.5,7.4963507652282715
10,0.0036522570967674256,70.43,0.0008508404502478402,81.25,7.525845289230347
11,0.0027314793407917023,76.43,0.0009567415165474348,87.5,7.459120512008667
12,0.002948275727033615,75.26,0.0013713548555398536,62.5,7.437958478927612
13,0.0025208361983299257,78.86,0.0006818345288181549,75.0,7.503369092941284
14,0.0030807838201522826,75.32,0.0011348058957882854,62.5,7.442723989486694
15,0.0035786285996437074,71.26,0.0016064463978838128,62.5,7.439262866973877
16,0.0024418788969516755,79.16,0.0007652493236619798,81.25,7.584401607513428
17,0.00341096813082695,72.61,0.0007986430164493259,81.25,7.583559274673462
18,0.0026189227372407915,77.4,0.0007075530183894555,81.25,7.488138675689697
19,0.002546242094039917,79.14,0.000625069260292346,93.75,7.565206050872803
20,0.00243899590075016,79.18,0.0005980250628098198,75.0,7.712938547134399
21,0.0024260562509298323,79.21,0.0012866668688976551,68.75,7.650038719177246
22,0.002550340595841408,77.67,0.0014413140923775676,56.25,7.582672595977783
23,0.0025356833696365357,78.43,0.0003999593617666103,93.75,7.571009397506714
24,0.002960189479589462,75.8,0.0008567384899119891,75.0,7.472759485244751
25,0.0022782061010599135,81.2,0.0008274713897948985,68.75,7.598721981048584
26,0.0030785150587558747,75.36,0.000892363164735877,62.5,7.64266300201416
27,0.003081926101446152,75.32,0.0007505713368925598,81.25,7.53508734703064
28,0.0031452205657958986,73.96,0.001238131767038799,56.25,7.510885000228882
29,0.0037025977790355684,72.65,0.0006140565018519721,81.25,7.572443723678589
30,0.0025622710615396498,78.82,0.0005139811417025983,87.5,7.8911659717559814
31,0.002885312443971634,76.91,0.0008148868065660872,81.25,7.814522981643677
32,0.002195033183693886,81.15,0.00044736391900445494,93.75,7.912552356719971
33,0.002859541004896164,76.2,0.000828764780098215,75.0,7.772781610488892
34,0.0022720466911792755,81.04,0.0006501341567319982,81.25,7.681268930435181
35,0.0027242232024669646,77.74,0.0010023319050479118,75.0,7.709125518798828
36,0.0025451902121305468,78.55,0.00034753940142024205,93.75,7.651336431503296
37,0.0020089575231075287,82.63,0.00044873711245749004,93.75,7.78755259513855
38,0.0024609717726707457,79.28,0.000490658499700639,87.5,7.489323139190674
39,0.0025207864969968795,79.18,0.0009438652364189363,81.25,7.444278240203857
40,0.0028161662817001343,76.31,0.0010593254547899642,68.75,7.350718975067139
41,0.0023518147349357605,80.42,0.0010502909303016369,68.75,7.479062557220459
42,0.0029673016965389254,75.36,0.0002777435056998602,93.75,7.4302403926849365
43,0.0032456452906131743,74.51,0.0008578650329423988,75.0,7.408487319946289
44,0.0022773630797863005,81.18,0.0006387361022822388,81.25,7.582820415496826
45,0.003068501091003418,75.79,0.0006183722744817319,87.5,7.483423948287964
46,0.002979231035709381,76.94,0.0017015377578832914,68.75,7.667201519012451
47,0.002132345622777939,82.09,0.00030583154667368934,87.5,7.535343885421753
48,0.002237531191110611,81.43,0.00046396754739229634,81.25,7.602837324142456
49,0.0030367987364530564,75.66,0.001739117647985668,62.5,7.425756454467773
50,0.0021400171011686326,81.59,0.0009345095175916277,81.25,7.4987006187438965
51,0.002292339089512825,81.26,0.0010199604741752606,81.25,7.6476147174835205
52,0.002563588058948517,78.81,0.0006230531065055477,87.5,7.6324450969696045
53,0.002277296543121338,81.1,0.0006192339122142939,87.5,7.485123157501221
54,0.002445868733525276,79.63,0.0007510350640777432,81.25,7.54112982749939
55,0.002205340927839279,81.73,0.00040096174115720004,87.5,7.55954647064209
56,0.0026391672760248184,78.68,0.0004264855628733135,81.25,7.434783220291138
57,0.0023230163782835007,80.14,0.0003703329950342398,87.5,7.369967222213745
58,0.002145875778794289,81.86,0.00024587236097096786,93.75,7.638839244842529
59,0.002017284885048866,82.57,0.000424490369799192,93.75,7.542468786239624
60,0.0025419389694929123,79.09,0.0004963731140736729,93.75,7.564302444458008
61,0.002035129877924919,82.57,0.00028513924545034425,100.0,7.599682569503784
62,0.0025266713172197343,78.94,0.00014235154556496368,93.75,7.58612322807312
63,0.0027996397733688356,77.31,0.0005452089068834738,81.25,7.473361968994141
64,0.002741042518615723,77.96,0.0009355843829376923,81.25,7.470139980316162
65,0.0026342394948005677,79.7,0.0006966953692228898,81.25,7.46916389465332
66,0.002345194560289383,80.43,0.0006207585182336285,68.75,7.514338493347168
67,0.00236008557677269,80.8,0.00022097924709929835,100.0,7.5131611824035645
68,0.0024580692321062086,79.38,0.00044340832763925536,87.5,7.569974660873413
69,0.0019932031631469727,83.55,0.0004235685938764411,81.25,7.500426530838013
70,0.0024723009571433066,79.25,0.0009859069381528498,81.25,7.497042894363403
71,0.0025693259179592133,79.15,0.0007459701936873024,75.0,7.5118536949157715
72,0.002604197320342064,78.57,0.0008841913069605522,81.25,7.691858291625977
73,0.0019250643581151961,83.36,0.00020300640779383043,93.75,7.434212923049927
74,0.002299650776386261,80.69,0.0004583623098290485,87.5,7.659254550933838
75,0.002090699562430382,82.71,0.0005228386815551602,87.5,7.646817445755005
76,0.002868169891834259,76.83,0.0006787974358824513,87.5,7.882409334182739
77,0.0025478546977043153,79.76,0.0006945402268558512,81.25,7.688840627670288
78,0.0023246363401412964,81.5,0.001085744489489309,62.5,7.624325513839722
79,0.002168232950568199,81.62,0.0012489891113222713,56.25,7.5815818309783936
80,0.0025931511700153353,78.76,0.0007013778399933329,81.25,7.711307764053345
81,0.0012371032387018203,89.21,0.00023929772855680616,87.5,7.726863622665405
82,0.0011891875386238098,89.99,0.00044523343405760156,81.25,7.663962125778198
83,0.0011553039893507958,90.12,0.00013197623097988042,100.0,7.636754989624023
84,0.0011689711719751357,90.28,0.0007751689237706802,75.0,7.5917558670043945
85,0.0011498481385409831,90.23,0.0003151296425963302,93.75,7.472776889801025
86,0.001181800700724125,90.13,0.00017034252891150276,93.75,7.406686544418335
87,0.0011587593771517277,90.17,0.0004982205150682298,81.25,7.308824777603149
88,0.001176493288576603,89.92,0.0005787472285882896,81.25,7.546980142593384
89,0.0011954750142991542,90.19,1.7397921494282115e-05,100.0,7.362575054168701
90,0.0011905651576817036,89.93,0.00010283022661648137,100.0,7.398134469985962
91,0.0011916806161403656,90.33,7.718599513363655e-05,100.0,7.312136650085449
92,0.0011546866178512574,90.5,0.0003782401380636503,87.5,7.433913946151733
93,0.0012214251436293126,90.15,0.0002996183912772352,93.75,7.61332631111145
94,0.001194824192300439,90.28,0.0004147759179020172,93.75,7.4773924350738525
95,0.0011686659671366214,90.56,1.7171396928675033e-05,100.0,7.383769989013672
96,0.0011646728113293649,90.4,0.0004253164886513634,87.5,7.555725574493408
97,0.0011652102332562208,90.43,0.0001679849441703933,93.75,7.47325587272644
98,0.0011987221851944923,90.66,0.00034590633324040174,93.75,7.407112121582031
99,0.001172284061461687,90.36,0.0009523223885489851,75.0,7.397373914718628
100,0.001170840522646904,90.49,0.0002298687806214823,100.0,7.6713268756866455
101,0.001158097556233406,90.51,0.00020545762975502502,93.75,7.516113758087158
102,0.0012036321267485618,90.26,0.0002562580320536328,93.75,7.500859260559082
103,0.0011939275339245797,90.51,0.00021015100009606012,93.75,7.382075071334839
104,0.0011965890526771546,90.47,0.00010635011145830764,100.0,7.548210859298706
105,0.0012427085980772972,90.2,4.479123751068359e-05,100.0,8.218404054641724
106,0.0011833347946405412,90.27,5.687633172020583e-05,100.0,7.207803964614868
107,0.0012236812062561512,90.51,0.00011104591133649392,93.75,7.141769886016846
108,0.0012282236546278,90.1,0.00044470030785826467,87.5,7.214756011962891
109,0.00136934484988451,89.59,2.0357961182856497e-05,100.0,7.099970817565918
110,0.0012255524910986424,90.37,0.0011476936090327895,75.0,7.235778570175171
111,0.0012699231415987016,90.08,0.00033148056101006316,93.75,7.229112148284912
112,0.0012553645178675652,90.39,0.0005240344711581764,87.5,7.323896646499634
